id,difficulty,answer,clue,source_word,answer_length,explanation
493,easy,CLOUD,a mass of water vapour in the sky,CMBODURRJL,5,CLOUD is made from letters in CMBODURRJL (C-L-O-U-D). It is a valid word meaning a mass of water vapour in the sky.
494,easy,CLOUD,a mass of water vapour in the sky,NDOAUTCL,5,CLOUD is made from letters in NDOAUTCL (C-L-O-U-D). It is a valid word meaning a mass of water vapour in the sky.
495,easy,CLOUD,a mass of water vapour in the sky,OCOZRLUDM,5,CLOUD is made from letters in OCOZRLUDM (C-L-O-U-D). It is a valid word meaning a mass of water vapour in the sky.
496,easy,CLOUD,a mass of water vapour in the sky,OCULNODCO,5,CLOUD is made from letters in OCULNODCO (C-L-O-U-D). It is a valid word meaning a mass of water vapour in the sky.
497,easy,FIELD,an open area of land,ELDFEIRESB,5,FIELD is made from letters in ELDFEIRESB (F-I-E-L-D). It is a valid word meaning an open area of land.
498,easy,FIELD,an open area of land,ERLOFFDEEI,5,FIELD is made from letters in ERLOFFDEEI (F-I-E-L-D). It is a valid word meaning an open area of land.
499,easy,FIELD,an open area of land,FLEFKNIDE,5,FIELD is made from letters in FLEFKNIDE (F-I-E-L-D). It is a valid word meaning an open area of land.
500,easy,FIELD,an open area of land,IDEIEDFDL,5,FIELD is made from letters in IDEIEDFDL (F-I-E-L-D). It is a valid word meaning an open area of land.
501,easy,WATCH,to look at carefully,AEHNTWRIC,5,WATCH is made from letters in AEHNTWRIC (W-A-T-C-H). It is a valid word meaning to look at carefully.
502,easy,WATCH,to look at carefully,HCETNCKAWE,5,WATCH is made from letters in HCETNCKAWE (W-A-T-C-H). It is a valid word meaning to look at carefully.
503,easy,WATCH,to look at carefully,IJHCAWTEQY,5,WATCH is made from letters in IJHCAWTEQY (W-A-T-C-H). It is a valid word meaning to look at carefully.
504,easy,WATCH,to look at carefully,NIWCAHTA,5,WATCH is made from letters in NIWCAHTA (W-A-T-C-H). It is a valid word meaning to look at carefully.
505,easy,EARTH,the planet we live on,AHRESEJOTR,5,EARTH is made from letters in AHRESEJOTR (E-A-R-T-H). It is a valid word meaning the planet we live on.
506,easy,EARTH,the planet we live on,EATRHCMX,5,EARTH is made from letters in EATRHCMX (E-A-R-T-H). It is a valid word meaning the planet we live on.
507,easy,EARTH,the planet we live on,RDESAEFHT,5,EARTH is made from letters in RDESAEFHT (E-A-R-T-H). It is a valid word meaning the planet we live on.
508,easy,EARTH,the planet we live on,TERAHTAE,5,EARTH is made from letters in TERAHTAE (E-A-R-T-H). It is a valid word meaning the planet we live on.
509,easy,STONE,a small piece of rock,NQSKTERO,5,STONE is made from letters in NQSKTERO (S-T-O-N-E). It is a valid word meaning a small piece of rock.
510,easy,STONE,a small piece of rock,NTTNEESEOW,5,STONE is made from letters in NTTNEESEOW (S-T-O-N-E). It is a valid word meaning a small piece of rock.
511,easy,STONE,a small piece of rock,OLVETTNSBN,5,STONE is made from letters in OLVETTNSBN (S-T-O-N-E). It is a valid word meaning a small piece of rock.
512,easy,STONE,a small piece of rock,OQSTNEESN,5,STONE is made from letters in OQSTNEESN (S-T-O-N-E). It is a valid word meaning a small piece of rock.
513,easy,MUSIC,organised sound,EAIIMCUSEE,5,MUSIC is made from letters in EAIIMCUSEE (M-U-S-I-C). It is a valid word meaning organised sound.
514,easy,MUSIC,organised sound,EISIURMCUI,5,MUSIC is made from letters in EISIURMCUI (M-U-S-I-C). It is a valid word meaning organised sound.
515,easy,MUSIC,organised sound,MSSUIIICN,5,MUSIC is made from letters in MSSUIIICN (M-U-S-I-C). It is a valid word meaning organised sound.
516,easy,MUSIC,organised sound,RECSUIMN,5,MUSIC is made from letters in RECSUIMN (M-U-S-I-C). It is a valid word meaning organised sound.
517,easy,LAUGH,to make a happy sound,DARLGBNHU,5,LAUGH is made from letters in DARLGBNHU (L-A-U-G-H). It is a valid word meaning to make a happy sound.
518,easy,LAUGH,to make a happy sound,EAGLHDUS,5,LAUGH is made from letters in EAGLHDUS (L-A-U-G-H). It is a valid word meaning to make a happy sound.
519,easy,LAUGH,to make a happy sound,RIOUALSGHE,5,LAUGH is made from letters in RIOUALSGHE (L-A-U-G-H). It is a valid word meaning to make a happy sound.
520,easy,LAUGH,to make a happy sound,UFKLGAOH,5,LAUGH is made from letters in UFKLGAOH (L-A-U-G-H). It is a valid word meaning to make a happy sound.
521,medium,SCARCE,hard to find or get,AEESOCRCH,6,SCARCE is made from letters in AEESOCRCH (S-C-A-R-C-E). It is a valid word meaning hard to find or get.
522,medium,SCARCE,hard to find or get,CSIEAQBRHAEC,6,SCARCE is made from letters in CSIEAQBRHAEC (S-C-A-R-C-E). It is a valid word meaning hard to find or get.
523,medium,SCARCE,hard to find or get,ICSEEORCA,6,SCARCE is made from letters in ICSEEORCA (S-C-A-R-C-E). It is a valid word meaning hard to find or get.
524,medium,SCARCE,hard to find or get,IECECRNOSA,6,SCARCE is made from letters in IECECRNOSA (S-C-A-R-C-E). It is a valid word meaning hard to find or get.
525,medium,BRITTLE,hard but easy to break,LITSBEREUJEIT,7,BRITTLE is made from letters in LITSBEREUJEIT (B-R-I-T-T-L-E). It is a valid word meaning hard but easy to break.
526,medium,BRITTLE,hard but easy to break,LSEEBDRYTITAK,7,BRITTLE is made from letters in LSEEBDRYTITAK (B-R-I-T-T-L-E). It is a valid word meaning hard but easy to break.
527,medium,BRITTLE,hard but easy to break,TAGBRTLIERD,7,BRITTLE is made from letters in TAGBRTLIERD (B-R-I-T-T-L-E). It is a valid word meaning hard but easy to break.
528,medium,BRITTLE,hard but easy to break,TIEELIBTRIE,7,BRITTLE is made from letters in TIEELIBTRIE (B-R-I-T-T-L-E). It is a valid word meaning hard but easy to break.
529,medium,VANISH,to disappear,AIIGNVOSPH,6,VANISH is made from letters in AIIGNVOSPH (V-A-N-I-S-H). It is a valid word meaning to disappear.
530,medium,VANISH,to disappear,DSDREHNVIQAN,6,VANISH is made from letters in DSDREHNVIQAN (V-A-N-I-S-H). It is a valid word meaning to disappear.
531,medium,VANISH,to disappear,RVEHANISEEYI,6,VANISH is made from letters in RVEHANISEEYI (V-A-N-I-S-H). It is a valid word meaning to disappear.
532,medium,VANISH,to disappear,SHVNNIQERHA,6,VANISH is made from letters in SHVNNIQERHA (V-A-N-I-S-H). It is a valid word meaning to disappear.
533,medium,MURMUR,a soft low sound,JMRUGUDMRG,6,MURMUR is made from letters in JMRUGUDMRG (M-U-R-M-U-R). It is a valid word meaning a soft low sound.
534,medium,MURMUR,a soft low sound,URAEAMEMURX,6,MURMUR is made from letters in URAEAMEMURX (M-U-R-M-U-R). It is a valid word meaning a soft low sound.
535,medium,MURMUR,a soft low sound,URMMRPRRRU,6,MURMUR is made from letters in URMMRPRRRU (M-U-R-M-U-R). It is a valid word meaning a soft low sound.
536,medium,MURMUR,a soft low sound,VEEMUORTTUMR,6,MURMUR is made from letters in VEEMUORTTUMR (M-U-R-M-U-R). It is a valid word meaning a soft low sound.
537,medium,THRIVE,to grow well,CEVEVHIERT,6,THRIVE is made from letters in CEVEVHIERT (T-H-R-I-V-E). It is a valid word meaning to grow well.
538,medium,THRIVE,to grow well,ERVRTEAIH,6,THRIVE is made from letters in ERVRTEAIH (T-H-R-I-V-E). It is a valid word meaning to grow well.
539,medium,THRIVE,to grow well,QORIVEEETEH,6,THRIVE is made from letters in QORIVEEETEH (T-H-R-I-V-E). It is a valid word meaning to grow well.
540,medium,THRIVE,to grow well,RVTITRREH,6,THRIVE is made from letters in RVTITRREH (T-H-R-I-V-E). It is a valid word meaning to grow well.
541,medium,PONDER,to think carefully,ERNTCZDOPA,6,PONDER is made from letters in ERNTCZDOPA (P-O-N-D-E-R). It is a valid word meaning to think carefully.
542,medium,PONDER,to think carefully,NEPNPDTFRO,6,PONDER is made from letters in NEPNPDTFRO (P-O-N-D-E-R). It is a valid word meaning to think carefully.
543,medium,PONDER,to think carefully,ORDANLNEPEP,6,PONDER is made from letters in ORDANLNEPEP (P-O-N-D-E-R). It is a valid word meaning to think carefully.
544,medium,PONDER,to think carefully,RPENEODDNOO,6,PONDER is made from letters in RPENEODDNOO (P-O-N-D-E-R). It is a valid word meaning to think carefully.
545,medium,RESCUE,to save from danger,JATREACXUEES,6,RESCUE is made from letters in JATREACXUEES (R-E-S-C-U-E). It is a valid word meaning to save from danger.
546,medium,RESCUE,to save from danger,RACUSUGEEW,6,RESCUE is made from letters in RACUSUGEEW (R-E-S-C-U-E). It is a valid word meaning to save from danger.
547,medium,RESCUE,to save from danger,TERUCZDEEISE,6,RESCUE is made from letters in TERUCZDEEISE (R-E-S-C-U-E). It is a valid word meaning to save from danger.
548,medium,RESCUE,to save from danger,UMLSSCNREENE,6,RESCUE is made from letters in UMLSSCNREENE (R-E-S-C-U-E). It is a valid word meaning to save from danger.
549,medium,HARVEST,the gathering of crops,ARVEERTAHSSYI,7,HARVEST is made from letters in ARVEERTAHSSYI (H-A-R-V-E-S-T). It is a valid word meaning the gathering of crops.
550,medium,HARVEST,the gathering of crops,EVRESRTTHNAN,7,HARVEST is made from letters in EVRESRTTHNAN (H-A-R-V-E-S-T). It is a valid word meaning the gathering of crops.
551,medium,HARVEST,the gathering of crops,HRESILAUXTDVA,7,HARVEST is made from letters in HRESILAUXTDVA (H-A-R-V-E-S-T). It is a valid word meaning the gathering of crops.
552,medium,HARVEST,the gathering of crops,QEVRTAHEGSN,7,HARVEST is made from letters in QEVRTAHEGSN (H-A-R-V-E-S-T). It is a valid word meaning the gathering of crops.
553,medium,SOCKET,a place where a plug fits,CIRBESKOATWM,6,SOCKET is made from letters in CIRBESKOATWM (S-O-C-K-E-T). It is a valid word meaning a place where a plug fits.
554,medium,SOCKET,a place where a plug fits,JTKODSCPEE,6,SOCKET is made from letters in JTKODSCPEE (S-O-C-K-E-T). It is a valid word meaning a place where a plug fits.
555,medium,SOCKET,a place where a plug fits,KNNCTLERDSOT,6,SOCKET is made from letters in KNNCTLERDSOT (S-O-C-K-E-T). It is a valid word meaning a place where a plug fits.
556,medium,SOCKET,a place where a plug fits,OGTVSCREJKOE,6,SOCKET is made from letters in OGTVSCREJKOE (S-O-C-K-E-T). It is a valid word meaning a place where a plug fits.
557,medium,LANTERN,a portable light,AJNECIALNATR,7,LANTERN is made from letters in AJNECIALNATR (L-A-N-T-E-R-N). It is a valid word meaning a portable light.
558,medium,LANTERN,a portable light,ILRNNEAGPTREN,7,LANTERN is made from letters in ILRNNEAGPTREN (L-A-N-T-E-R-N). It is a valid word meaning a portable light.
559,medium,LANTERN,a portable light,TEIRLVASNNET,7,LANTERN is made from letters in TEIRLVASNNET (L-A-N-T-E-R-N). It is a valid word meaning a portable light.
560,medium,LANTERN,a portable light,TRRENNLCVAAE,7,LANTERN is made from letters in TRRENNLCVAAE (L-A-N-T-E-R-N). It is a valid word meaning a portable light.
561,medium,JOURNEY,a trip from one place to another,JRNEAYOOEIEYU,7,JOURNEY is made from letters in JRNEAYOOEIEYU (J-O-U-R-N-E-Y). It is a valid word meaning a trip from one place to another.
562,medium,JOURNEY,a trip from one place to another,NRUIEAYTOJ,7,JOURNEY is made from letters in NRUIEAYTOJ (J-O-U-R-N-E-Y). It is a valid word meaning a trip from one place to another.
563,medium,JOURNEY,a trip from one place to another,UYOUPRNZAEJIO,7,JOURNEY is made from letters in UYOUPRNZAEJIO (J-O-U-R-N-E-Y). It is a valid word meaning a trip from one place to another.
564,medium,JOURNEY,a trip from one place to another,YEOUNKEORJ,7,JOURNEY is made from letters in YEOUNKEORJ (J-O-U-R-N-E-Y). It is a valid word meaning a trip from one place to another.
565,medium,REMOTE,far away,CRORPEMZETO,6,REMOTE is made from letters in CRORPEMZETO (R-E-M-O-T-E). It is a valid word meaning far away.
566,medium,REMOTE,far away,OMCETERTD,6,REMOTE is made from letters in OMCETERTD (R-E-M-O-T-E). It is a valid word meaning far away.
567,medium,REMOTE,far away,OSEEERMTEV,6,REMOTE is made from letters in OSEEERMTEV (R-E-M-O-T-E). It is a valid word meaning far away.
568,medium,REMOTE,far away,WOERTMEEL,6,REMOTE is made from letters in WOERTMEEL (R-E-M-O-T-E). It is a valid word meaning far away.
569,medium,PUZZLE,a problem that needs solving,TEULSZMZP,6,PUZZLE is made from letters in TEULSZMZP (P-U-Z-Z-L-E). It is a valid word meaning a problem that needs solving.
570,medium,PUZZLE,a problem that needs solving,TPLZZAUAEC,6,PUZZLE is made from letters in TPLZZAUAEC (P-U-Z-Z-L-E). It is a valid word meaning a problem that needs solving.
571,medium,PUZZLE,a problem that needs solving,ULZGVZTEOEPM,6,PUZZLE is made from letters in ULZGVZTEOEPM (P-U-Z-Z-L-E). It is a valid word meaning a problem that needs solving.
572,medium,PUZZLE,a problem that needs solving,ZZELEBPUU,6,PUZZLE is made from letters in ZZELEBPUU (P-U-Z-Z-L-E). It is a valid word meaning a problem that needs solving.
573,medium,SHELTER,protection from weather or danger,ERDGEELSITH,7,SHELTER is made from letters in ERDGEELSITH (S-H-E-L-T-E-R). It is a valid word meaning protection from weather or danger.
574,medium,SHELTER,protection from weather or danger,HTERNQRLPTSE,7,SHELTER is made from letters in HTERNQRLPTSE (S-H-E-L-T-E-R). It is a valid word meaning protection from weather or danger.
575,medium,SHELTER,protection from weather or danger,SELEURRXHT,7,SHELTER is made from letters in SELEURRXHT (S-H-E-L-T-E-R). It is a valid word meaning protection from weather or danger.
576,medium,SHELTER,protection from weather or danger,SRTREEODLDEH,7,SHELTER is made from letters in SRTREEODLDEH (S-H-E-L-T-E-R). It is a valid word meaning protection from weather or danger.
577,medium,MODEST,not boastful,DETOMDRSE,6,MODEST is made from letters in DETOMDRSE (M-O-D-E-S-T). It is a valid word meaning not boastful.
578,medium,MODEST,not boastful,FEEDMTSENOP,6,MODEST is made from letters in FEEDMTSENOP (M-O-D-E-S-T). It is a valid word meaning not boastful.
579,medium,MODEST,not boastful,TNEDMTSOSD,6,MODEST is made from letters in TNEDMTSOSD (M-O-D-E-S-T). It is a valid word meaning not boastful.
580,medium,MODEST,not boastful,TRESDOMESTN,6,MODEST is made from letters in TRESDOMESTN (M-O-D-E-S-T). It is a valid word meaning not boastful.
581,medium,FAMINE,an extreme shortage of food,AFEIEENSML,6,FAMINE is made from letters in AFEIEENSML (F-A-M-I-N-E). It is a valid word meaning an extreme shortage of food.
582,medium,FAMINE,an extreme shortage of food,ANFOQITOMEED,6,FAMINE is made from letters in ANFOQITOMEED (F-A-M-I-N-E). It is a valid word meaning an extreme shortage of food.
583,medium,FAMINE,an extreme shortage of food,FNEMITEAQ,6,FAMINE is made from letters in FNEMITEAQ (F-A-M-I-N-E). It is a valid word meaning an extreme shortage of food.
584,medium,FAMINE,an extreme shortage of food,RENFMXICDLAE,6,FAMINE is made from letters in RENFMXICDLAE (F-A-M-I-N-E). It is a valid word meaning an extreme shortage of food.
585,medium,TUNNEL,an underground passage,ENLUTEDTNIAM,6,TUNNEL is made from letters in ENLUTEDTNIAM (T-U-N-N-E-L). It is a valid word meaning an underground passage.
586,medium,TUNNEL,an underground passage,LELUNFETNET,6,TUNNEL is made from letters in LELUNFETNET (T-U-N-N-E-L). It is a valid word meaning an underground passage.
587,medium,TUNNEL,an underground passage,NETGELUIN,6,TUNNEL is made from letters in NETGELUIN (T-U-N-N-E-L). It is a valid word meaning an underground passage.
588,medium,TUNNEL,an underground passage,NGUEXNLTEIR,6,TUNNEL is made from letters in NGUEXNLTEIR (T-U-N-N-E-L). It is a valid word meaning an underground passage.
589,medium,BRIDLE,headgear used to control a horse,DLNETAEBREI,6,BRIDLE is made from letters in DLNETAEBREI (B-R-I-D-L-E). It is a valid word meaning headgear used to control a horse.
590,medium,BRIDLE,headgear used to control a horse,EBRLDIYGAE,6,BRIDLE is made from letters in EBRLDIYGAE (B-R-I-D-L-E). It is a valid word meaning headgear used to control a horse.
591,medium,BRIDLE,headgear used to control a horse,IDAONRILEB,6,BRIDLE is made from letters in IDAONRILEB (B-R-I-D-L-E). It is a valid word meaning headgear used to control a horse.
592,medium,BRIDLE,headgear used to control a horse,RLEIVRBTEDEI,6,BRIDLE is made from letters in RLEIVRBTEDEI (B-R-I-D-L-E). It is a valid word meaning headgear used to control a horse.
593,medium,BALANCE,a state of being even or steady,AEDCBLAINAOB,7,BALANCE is made from letters in AEDCBLAINAOB (B-A-L-A-N-C-E). It is a valid word meaning a state of being even or steady.
594,medium,BALANCE,a state of being even or steady,EDMBELAAEANCO,7,BALANCE is made from letters in EDMBELAAEANCO (B-A-L-A-N-C-E). It is a valid word meaning a state of being even or steady.
595,medium,BALANCE,a state of being even or steady,ELAEDANOBCOI,7,BALANCE is made from letters in ELAEDANOBCOI (B-A-L-A-N-C-E). It is a valid word meaning a state of being even or steady.
596,medium,BALANCE,a state of being even or steady,VGCGANEXBNALD,7,BALANCE is made from letters in VGCGANEXBNALD (B-A-L-A-N-C-E). It is a valid word meaning a state of being even or steady.
597,medium,SWIFT,moving very fast,NTFSIAWIR,5,SWIFT is made from letters in NTFSIAWIR (S-W-I-F-T). It is a valid word meaning moving very fast.
598,medium,SWIFT,moving very fast,NTFSOWERIE,5,SWIFT is made from letters in NTFSOWERIE (S-W-I-F-T). It is a valid word meaning moving very fast.
599,medium,SWIFT,moving very fast,VFSTEWEIET,5,SWIFT is made from letters in VFSTEWEIET (S-W-I-F-T). It is a valid word meaning moving very fast.
600,medium,SWIFT,moving very fast,ZNWASTEIF,5,SWIFT is made from letters in ZNWASTEIF (S-W-I-F-T). It is a valid word meaning moving very fast.
601,medium,WRINKLE,a small fold or line,IWTNKJSNRERLE,7,WRINKLE is made from letters in IWTNKJSNRERLE (W-R-I-N-K-L-E). It is a valid word meaning a small fold or line.
602,medium,WRINKLE,a small fold or line,KLIRYWNWEOEE,7,WRINKLE is made from letters in KLIRYWNWEOEE (W-R-I-N-K-L-E). It is a valid word meaning a small fold or line.
603,medium,WRINKLE,a small fold or line,RNNWWREOLIKL,7,WRINKLE is made from letters in RNNWWREOLIKL (W-R-I-N-K-L-E). It is a valid word meaning a small fold or line.
604,medium,WRINKLE,a small fold or line,RZXKWLRIEDVNI,7,WRINKLE is made from letters in RZXKWLRIEDVNI (W-R-I-N-K-L-E). It is a valid word meaning a small fold or line.
605,medium,MARVEL,something that causes wonder,BLVFRMANE,6,MARVEL is made from letters in BLVFRMANE (M-A-R-V-E-L). It is a valid word meaning something that causes wonder.
606,medium,MARVEL,something that causes wonder,EVTLGERMAZL,6,MARVEL is made from letters in EVTLGERMAZL (M-A-R-V-E-L). It is a valid word meaning something that causes wonder.
607,medium,MARVEL,something that causes wonder,LTRNAEIVMEEI,6,MARVEL is made from letters in LTRNAEIVMEEI (M-A-R-V-E-L). It is a valid word meaning something that causes wonder.
608,medium,MARVEL,something that causes wonder,RMLEATLEAV,6,MARVEL is made from letters in RMLEATLEAV (M-A-R-V-E-L). It is a valid word meaning something that causes wonder.
609,medium,LINGER,to stay longer than expected,EFIEGLTSNR,6,LINGER is made from letters in EFIEGLTSNR (L-I-N-G-E-R). It is a valid word meaning to stay longer than expected.
610,medium,LINGER,to stay longer than expected,KGREYILNNE,6,LINGER is made from letters in KGREYILNNE (L-I-N-G-E-R). It is a valid word meaning to stay longer than expected.
611,medium,LINGER,to stay longer than expected,OGNLEERIG,6,LINGER is made from letters in OGNLEERIG (L-I-N-G-E-R). It is a valid word meaning to stay longer than expected.
612,medium,LINGER,to stay longer than expected,RISLSETRRGNL,6,LINGER is made from letters in RISLSETRRGNL (L-I-N-G-E-R). It is a valid word meaning to stay longer than expected.
613,medium,MEADOW,a field of grass,EAOWDEOAM,6,MEADOW is made from letters in EAOWDEOAM (M-E-A-D-O-W). It is a valid word meaning a field of grass.
614,medium,MEADOW,a field of grass,GAEMOEWOD,6,MEADOW is made from letters in GAEMOEWOD (M-E-A-D-O-W). It is a valid word meaning a field of grass.
615,medium,MEADOW,a field of grass,OGEDMEDWA,6,MEADOW is made from letters in OGEDMEDWA (M-E-A-D-O-W). It is a valid word meaning a field of grass.
616,medium,MEADOW,a field of grass,ORMEDEWASSV,6,MEADOW is made from letters in ORMEDEWASSV (M-E-A-D-O-W). It is a valid word meaning a field of grass.
617,medium,ORBIT,the path of a planet,BRIPTNYRO,5,ORBIT is made from letters in BRIPTNYRO (O-R-B-I-T). It is a valid word meaning the path of a planet.
618,medium,ORBIT,the path of a planet,EETBORIRM,5,ORBIT is made from letters in EETBORIRM (O-R-B-I-T). It is a valid word meaning the path of a planet.
619,medium,ORBIT,the path of a planet,OITTBRDI,5,ORBIT is made from letters in OITTBRDI (O-R-B-I-T). It is a valid word meaning the path of a planet.
620,medium,ORBIT,the path of a planet,TOBMRIDE,5,ORBIT is made from letters in TOBMRIDE (O-R-B-I-T). It is a valid word meaning the path of a planet.
621,medium,WHISPER,to speak very softly,HHIPWNOSNOERR,7,WHISPER is made from letters in HHIPWNOSNOERR (W-H-I-S-P-E-R). It is a valid word meaning to speak very softly.
622,medium,WHISPER,to speak very softly,JHPRIEWESX,7,WHISPER is made from letters in JHPRIEWESX (W-H-I-S-P-E-R). It is a valid word meaning to speak very softly.
623,medium,WHISPER,to speak very softly,PERHWNINRS,7,WHISPER is made from letters in PERHWNINRS (W-H-I-S-P-E-R). It is a valid word meaning to speak very softly.
624,medium,WHISPER,to speak very softly,WSEREPHITGE,7,WHISPER is made from letters in WSEREPHITGE (W-H-I-S-P-E-R). It is a valid word meaning to speak very softly.
625,medium,RATION,a fixed amount allowed,EALITERRNOT,6,RATION is made from letters in EALITERRNOT (R-A-T-I-O-N). It is a valid word meaning a fixed amount allowed.
626,medium,RATION,a fixed amount allowed,ITAAANROR,6,RATION is made from letters in ITAAANROR (R-A-T-I-O-N). It is a valid word meaning a fixed amount allowed.
627,medium,RATION,a fixed amount allowed,OTENAEITNOKR,6,RATION is made from letters in OTENAEITNOKR (R-A-T-I-O-N). It is a valid word meaning a fixed amount allowed.
628,medium,RATION,a fixed amount allowed,TAOSARION,6,RATION is made from letters in TAOSARION (R-A-T-I-O-N). It is a valid word meaning a fixed amount allowed.
629,medium,STUMBLE,to trip while walking,EMURNTRSBNLT,7,STUMBLE is made from letters in EMURNTRSBNLT (S-T-U-M-B-L-E). It is a valid word meaning to trip while walking.
630,medium,STUMBLE,to trip while walking,GREUBLSTTMIIE,7,STUMBLE is made from letters in GREUBLSTTMIIE (S-T-U-M-B-L-E). It is a valid word meaning to trip while walking.
631,medium,STUMBLE,to trip while walking,TRNENIFBSLUEM,7,STUMBLE is made from letters in TRNENIFBSLUEM (S-T-U-M-B-L-E). It is a valid word meaning to trip while walking.
632,medium,STUMBLE,to trip while walking,UONEBSNMTTEL,7,STUMBLE is made from letters in UONEBSNMTTEL (S-T-U-M-B-L-E). It is a valid word meaning to trip while walking.
633,medium,BEACON,a guiding light or signal,CEILSANOEEB,6,BEACON is made from letters in CEILSANOEEB (B-E-A-C-O-N). It is a valid word meaning a guiding light or signal.
634,medium,BEACON,a guiding light or signal,ECAENEOSB,6,BEACON is made from letters in ECAENEOSB (B-E-A-C-O-N). It is a valid word meaning a guiding light or signal.
635,medium,BEACON,a guiding light or signal,ERBBTAGONCEO,6,BEACON is made from letters in ERBBTAGONCEO (B-E-A-C-O-N). It is a valid word meaning a guiding light or signal.
636,medium,BEACON,a guiding light or signal,NBOIIEAEC,6,BEACON is made from letters in NBOIIEAEC (B-E-A-C-O-N). It is a valid word meaning a guiding light or signal.
637,medium,TIMBER,wood prepared for building,IEEMWRBRTA,6,TIMBER is made from letters in IEEMWRBRTA (T-I-M-B-E-R). It is a valid word meaning wood prepared for building.
638,medium,TIMBER,wood prepared for building,OEOBIRTMA,6,TIMBER is made from letters in OEOBIRTMA (T-I-M-B-E-R). It is a valid word meaning wood prepared for building.
639,medium,TIMBER,wood prepared for building,RBETIDMOEAI,6,TIMBER is made from letters in RBETIDMOEAI (T-I-M-B-E-R). It is a valid word meaning wood prepared for building.
640,medium,TIMBER,wood prepared for building,TKJSIRBSPENM,6,TIMBER is made from letters in TKJSIRBSPENM (T-I-M-B-E-R). It is a valid word meaning wood prepared for building.
641,medium,GLIMMER,a faint unsteady light,IMEEKGEGRLLME,7,GLIMMER is made from letters in IMEEKGEGRLLME (G-L-I-M-M-E-R). It is a valid word meaning a faint unsteady light.
642,medium,GLIMMER,a faint unsteady light,LMRERGIECM,7,GLIMMER is made from letters in LMRERGIECM (G-L-I-M-M-E-R). It is a valid word meaning a faint unsteady light.
643,medium,GLIMMER,a faint unsteady light,MILNMGEROD,7,GLIMMER is made from letters in MILNMGEROD (G-L-I-M-M-E-R). It is a valid word meaning a faint unsteady light.
644,medium,GLIMMER,a faint unsteady light,SMMEMLGIRRMTO,7,GLIMMER is made from letters in SMMEMLGIRRMTO (G-L-I-M-M-E-R). It is a valid word meaning a faint unsteady light.
645,medium,ORCHARD,land planted with fruit trees,AHDOEERROCRG,7,ORCHARD is made from letters in AHDOEERROCRG (O-R-C-H-A-R-D). It is a valid word meaning land planted with fruit trees.
646,medium,ORCHARD,land planted with fruit trees,DGTCHORARL,7,ORCHARD is made from letters in DGTCHORARL (O-R-C-H-A-R-D). It is a valid word meaning land planted with fruit trees.
647,medium,ORCHARD,land planted with fruit trees,HOATRACDZR,7,ORCHARD is made from letters in HOATRACDZR (O-R-C-H-A-R-D). It is a valid word meaning land planted with fruit trees.
648,medium,ORCHARD,land planted with fruit trees,NCRDHEOEEALR,7,ORCHARD is made from letters in NCRDHEOEEALR (O-R-C-H-A-R-D). It is a valid word meaning land planted with fruit trees.
649,medium,MANTLE,a loose cloak or covering,NNEEIEMAICLT,6,MANTLE is made from letters in NNEEIEMAICLT (M-A-N-T-L-E). It is a valid word meaning a loose cloak or covering.
650,medium,MANTLE,a loose cloak or covering,NONRAMDJTLDE,6,MANTLE is made from letters in NONRAMDJTLDE (M-A-N-T-L-E). It is a valid word meaning a loose cloak or covering.
651,medium,MANTLE,a loose cloak or covering,OCNLMLTEA,6,MANTLE is made from letters in OCNLMLTEA (M-A-N-T-L-E). It is a valid word meaning a loose cloak or covering.
652,medium,MANTLE,a loose cloak or covering,WALENHEMT,6,MANTLE is made from letters in WALENHEMT (M-A-N-T-L-E). It is a valid word meaning a loose cloak or covering.
653,medium,VESSEL,a ship or large container,GEYVRSLES,6,VESSEL is made from letters in GEYVRSLES (V-E-S-S-E-L). It is a valid word meaning a ship or large container.
654,medium,VESSEL,a ship or large container,JSLOETEISVED,6,VESSEL is made from letters in JSLOETEISVED (V-E-S-S-E-L). It is a valid word meaning a ship or large container.
655,medium,VESSEL,a ship or large container,SETIEVSLNE,6,VESSEL is made from letters in SETIEVSLNE (V-E-S-S-E-L). It is a valid word meaning a ship or large container.
656,medium,VESSEL,a ship or large container,SSOCEAEELV,6,VESSEL is made from letters in SSOCEAEELV (V-E-S-S-E-L). It is a valid word meaning a ship or large container.
657,medium,NIMBLE,quick and light in movement,DSQENELNIBME,6,NIMBLE is made from letters in DSQENELNIBME (N-I-M-B-L-E). It is a valid word meaning quick and light in movement.
658,medium,NIMBLE,quick and light in movement,HLINMIEIB,6,NIMBLE is made from letters in HLINMIEIB (N-I-M-B-L-E). It is a valid word meaning quick and light in movement.
659,medium,NIMBLE,quick and light in movement,IEBNENMSL,6,NIMBLE is made from letters in IEBNENMSL (N-I-M-B-L-E). It is a valid word meaning quick and light in movement.
660,medium,NIMBLE,quick and light in movement,NIMVGEBLANT,6,NIMBLE is made from letters in NIMVGEBLANT (N-I-M-B-L-E). It is a valid word meaning quick and light in movement.
661,hard,AUSTERE,plain and strict in manner,RIHEUOASEEUTE,7,AUSTERE is made from letters in RIHEUOASEEUTE (A-U-S-T-E-R-E). It is a valid word meaning plain and strict in manner.
